gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
1,0.3387,0.5468,0.5465,0.4872,-0.0327,0.2371,0.1538,0.3333
3,0.4318,0.7805,0.7763,0.6811,0.2030,0.4006,0.3092,0.2185
5,0.5282,0.8507,0.8386,0.7221,0.1582,0.4001,0.3817,0.2591
10,0.5396,0.8831,0.8660,0.7118,0.0915,0.3427,0.3637,0.1667
