gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0765,0.5357,0.5924,0.5947,0.1673,0.3857,0.0440,0.0740
15,0.0693,0.6028,0.5322,0.6379,0.1799,0.4065,0.0196,0.0656
20,0.0718,0.5626,0.5217,0.5839,0.1851,0.4236,0.0386,0.0656
30,0.0558,0.6169,0.5102,0.5332,0.0488,0.4206,-0.0149,0.0592
