gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
20,0.05270498407747015,0.26971909183726495,0.5161696560561216,0.36292557613895704,-0.08914932615413407,-0.12327902788201572,0.04690240330513007,0.04806337311308495
