gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0380,0.3562,0.0994,0.3815,0.0810,0.1088,0.0048,0.0375
20,0.0101,0.4142,0.0737,0.2284,0.0514,0.0235,-0.0057,0.0079
30,0.0111,0.4085,0.0444,0.0904,0.0195,-0.0330,-0.0074,0.0109
45,0.0028,0.3754,0.0305,-0.1052,-0.0661,-0.0728,-0.0051,0.0014
