gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0305,0.3065,0.2019,0.3904,0.0517,0.1440,-0.0194,0.0303
20,0.0157,0.4584,0.1557,0.2539,0.0517,0.0592,-0.0253,0.0159
30,0.0129,0.3575,0.1427,0.2198,0.0013,-0.0318,-0.0241,0.0177
45,0.0043,0.3139,-0.0260,0.1048,-0.0305,0.0459,-0.0002,-0.0011
