epoch,mode,r2,mse,cosine_sim,train_samples,eval_samples,embed_dim,source_file
20,patch_mean_p_state_after_routing,0.0975669624466482,0.0013610869646072388,0.1821187436580658,180921,40914,768,probe_v11_checkpoint_epoch0020_patch_mean_p_state_after_routing_gap10_test_20260426_165957.json
24,cls_concat_enc,0.14000889964917407,0.0012970742536708713,0.1929205060005188,180921,40914,1536,probe_v11_checkpoint_epoch0024_cls_concat_enc_gap10_test_20260427_000530.json
24,cls_m_enc,0.1581955773759377,0.001269644359126687,0.19476334750652313,180921,40914,768,probe_v11_checkpoint_epoch0024_cls_m_enc_gap10_test_20260427_000528.json
24,cls_p_enc,-0.013094495873668732,0.001527991145849228,0.04382540285587311,180921,40914,768,probe_v11_checkpoint_epoch0024_cls_p_enc_gap10_test_20260427_000529.json
24,patch_mean_concat_all,0.23347513634516548,0.0011561046121641994,0.23843573033809662,180921,40914,2304,probe_v11_checkpoint_epoch0024_patch_mean_concat_all_gap10_test_20260427_000532.json
24,patch_mean_concat_enc_d_prime,0.23172554025240744,0.0011587433982640505,0.24274034798145294,180921,40914,1536,probe_v11_checkpoint_epoch0024_patch_mean_concat_enc_d_prime_gap10_test_20260427_000531.json
24,patch_mean_concat_enc_only,0.22365074765709603,0.0011709220707416534,0.23901616036891937,180921,40914,1536,probe_v11_checkpoint_epoch0024_patch_mean_concat_enc_only_gap10_test_20260427_000530.json
24,patch_mean_concat_enc_phase3,0.23243477507556154,0.0011576736578717828,0.24427229166030884,180921,40914,1536,probe_v11_checkpoint_epoch0024_patch_mean_concat_enc_phase3_gap10_test_20260427_000531.json
24,patch_mean_concat_p_enc_d_prime,0.10704297050569489,0.0013467947719618678,0.18330276012420654,180921,40914,1536,probe_v11_checkpoint_epoch0024_patch_mean_concat_p_enc_d_prime_gap10_test_20260427_000531.json
24,patch_mean_m_enc,0.22160074195883828,0.0011740140616893768,0.23894236981868744,180921,40914,768,probe_v11_checkpoint_epoch0024_patch_mean_m_enc_gap10_test_20260427_000537.json
24,patch_mean_p_enc,-0.004146938368141395,0.001514496048912406,0.022341590374708176,180921,40914,768,probe_v11_checkpoint_epoch0024_patch_mean_p_enc_gap10_test_20260427_000537.json
24,patch_mean_p_features_tk,0.05717805317181168,0.0014220031443983316,0.12899234890937805,180921,40914,768,probe_v11_checkpoint_epoch0024_patch_mean_p_features_tk_gap10_test_20260427_000538.json
24,patch_mean_p_state_after_routing,0.11323518891325823,0.0013374554691836238,0.18683914840221405,180921,40914,768,probe_v11_checkpoint_epoch0024_patch_mean_p_state_after_routing_gap10_test_20260427_000538.json
32,cls_concat_enc,0.1512313167226692,0.001280148164369166,0.2013874500989914,180921,40914,1536,probe_v11_checkpoint_epoch0032_cls_concat_enc_gap10_test_20260429_130621.json
32,cls_m_enc,0.15800314378558478,0.0012699345825240016,0.2058771550655365,180921,40914,768,probe_v11_checkpoint_epoch0032_cls_m_enc_gap10_test_20260429_125853.json
32,cls_p_enc,-0.0029370575022384937,0.0015126712387427688,0.015223373658955097,180921,40914,768,probe_v11_checkpoint_epoch0032_cls_p_enc_gap10_test_20260429_125853.json
32,patch_mean_concat_all,0.26334888518312416,0.0011110476916655898,0.25522559881210327,180921,40914,2304,probe_v11_checkpoint_epoch0032_patch_mean_concat_all_gap10_test_20260429_125856.json
32,patch_mean_concat_enc_d_prime,0.2667412552956403,0.001105931238271296,0.26805242896080017,180921,40914,1536,probe_v11_checkpoint_epoch0032_patch_mean_concat_enc_d_prime_gap10_test_20260429_125856.json
32,patch_mean_concat_enc_only,0.24643643433434315,0.001136555802077055,0.25926727056503296,180921,40914,1536,probe_v11_checkpoint_epoch0032_patch_mean_concat_enc_only_gap10_test_20260429_125856.json
32,patch_mean_concat_enc_phase3,0.2536378575735522,0.0011256943689659238,0.2526274025440216,180921,40914,1536,probe_v11_checkpoint_epoch0032_patch_mean_concat_enc_phase3_gap10_test_20260429_125856.json
32,patch_mean_concat_p_enc_d_prime,0.11443770652927332,0.0013356417184695601,0.18884490430355072,180921,40914,1536,probe_v11_checkpoint_epoch0032_patch_mean_concat_p_enc_d_prime_gap10_test_20260429_125856.json
32,patch_mean_m_enc,0.24840956550578652,0.001133579877205193,0.25911852717399597,180921,40914,768,probe_v11_checkpoint_epoch0032_patch_mean_m_enc_gap10_test_20260429_125853.json
32,patch_mean_p_enc,0.0005109216318189835,0.0015074708499014378,0.03782831132411957,180921,40914,768,probe_v11_checkpoint_epoch0032_patch_mean_p_enc_gap10_test_20260429_125854.json
