gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.6428,0.5405,0.5003,0.5081,0.3032,0.3965,0.2052,0.6590
20,0.5907,0.7865,-0.3794,0.6223,0.6091,0.6744,0.4028,0.6167
30,0.5355,0.8471,0.8056,0.3518,0.5189,0.6616,0.4768,0.5460
45,0.5232,0.8802,0.8133,0.5033,0.2878,0.3758,0.5076,0.5273
