gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
1,0.14732377645282246,-1.128081289736476,-36.047869604700736,-3.163238146589067,-2.3134106008827655,-3.131189140139141,0.10828995259835283,0.14834511005391093
13,0.11622395926536377,0.13377727736698408,0.041352548445691806,-0.21569231626083152,0.02265823062262151,0.01726109339162163,0.07745818404375138,0.11928887946020761
20,0.08301220601516046,0.18896605031909408,0.10593801256371393,0.07474576362141527,-0.03694415001629814,0.005370721829892178,0.14894151293943836,0.08261793352217162
40,0.051748045226957085,0.12666196980206823,0.22656699662763802,0.08315034756957318,0.045077260378201145,0.09693276337003598,0.18281085430424104,0.03626917853315892
