gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
1,0.3944,0.4969,0.3239,0.3896,0.0886,0.1055,0.1427,0.4299
3,0.4638,0.7885,0.7425,0.6246,0.1820,0.3648,0.3796,0.2862
5,0.5532,0.8524,0.8289,0.7029,0.0520,0.3483,0.4565,0.3137
10,0.5286,0.8853,0.8462,0.6769,0.0716,-0.2137,0.3700,0.2370
