gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0967,0.5563,0.5700,0.6148,0.1357,0.1163,0.0003,0.0974
20,0.0373,0.5638,0.5144,0.5109,0.1340,0.2224,-0.0149,0.0347
30,0.0321,0.5731,0.4907,0.4987,0.0450,0.2281,-0.0333,0.0359
45,0.0142,0.5180,0.4073,0.3242,0.0235,0.1148,-0.0267,0.0176
