gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0456,0.3481,0.3437,0.4479,0.1084,0.0791,-0.0336,0.0463
20,0.0385,0.4419,0.3454,0.3646,0.1124,0.1826,-0.0437,0.0422
30,0.0161,0.4673,0.3770,0.3938,0.0730,0.1802,-0.0494,0.0222
45,0.0093,0.4093,0.2132,0.3132,0.0202,0.1085,-0.0205,0.0111
