gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.1887,0.6144,0.4345,0.7111,0.2190,0.4356,0.0273,0.1911
20,0.1248,0.7513,0.7501,0.7405,0.3912,0.5327,-0.0792,0.1371
30,0.1053,0.8029,0.7850,0.7429,0.4342,0.5741,0.0320,0.1005
45,0.1037,0.7956,0.8117,0.7084,0.2429,0.4975,0.0399,0.1023
