gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0017,-0.0498,-0.1573,-0.0265,-0.0299,0.0218,-0.0208,0.0027
20,-0.0006,-0.0099,-0.0644,0.0081,0.0001,0.0042,-0.0273,0.0031
30,-0.0026,0.0673,-0.0015,-0.0231,-0.0414,-0.0140,-0.0010,-0.0034
45,0.0012,0.0790,-0.0069,0.0104,-0.0283,-0.0435,-0.0027,0.0032
