t,tk,gt_u,gt_v,gt_mag,P_t_u,P_t_v,P_tk_u,P_tk_v,P_t_u_sign_match,P_t_v_sign_match,P_tk_u_sign_match,P_tk_v_sign_match
48,68,-0.0029345324697447883,-0.010948452517886675,0.01133490597016162,-0.026294389739632607,-0.19391220808029175,0.02967987209558487,0.02552659809589386,1,1,0,0
49,69,-0.002996527266595078,-0.02593482809941257,0.026107364558789297,-0.01789090223610401,-0.17415346205234528,0.03484457731246948,0.0444611981511116,1,1,0,0
50,70,-0.003352393113105645,-0.04327165474904811,0.04340132076683399,-0.020379209890961647,-0.18956762552261353,0.034023843705654144,0.0439944863319397,1,1,0,0
51,71,-0.003787854700079224,-0.06194544425099343,0.062061146514400194,-0.010034605860710144,-0.1817929446697235,0.040154993534088135,0.03559210151433945,1,1,0,0
52,72,-0.00405216161212979,-0.08004922201184268,0.08015171837479279,-0.025367194786667824,-0.17847630381584167,0.044162385165691376,0.024425197392702103,1,1,0,0
53,73,-0.004020752464237359,-0.0965887108515069,0.09667236168799581,-0.0285402350127697,-0.17888449132442474,0.0392279252409935,-0.007761791348457336,1,1,0,1
54,74,-0.0036048159240918143,-0.11208840362986394,0.1121463549391503,-0.04192883521318436,-0.1938239485025406,0.03868064284324646,-0.001345369964838028,1,1,0,1
55,75,-0.0028762376812827006,-0.12696532291809015,0.1269978974900535,-0.0392548069357872,-0.1947774589061737,0.03371565043926239,0.01399826630949974,1,1,0,0
56,76,-0.001848293791866823,-0.14000547429237634,0.14001767396216203,-0.02411755733191967,-0.19398757815361023,0.03383561596274376,0.0031787753105163574,1,1,0,0
57,77,-0.001258145506856545,-0.14966200559342582,0.14966729384993585,-0.030372101813554764,-0.17560528218746185,0.04181157052516937,0.008467696607112885,1,1,0,0
58,78,-0.0015966289299813308,-0.15542512352096238,0.1554333241150252,-0.035185739398002625,-0.1653641015291214,0.048429179936647415,0.014074329286813736,1,1,0,0
59,79,-0.003179694964257962,-0.15767075350477203,0.1577028121842737,-0.026525646448135376,-0.1687755584716797,0.042353712022304535,0.020779773592948914,1,1,0,0
60,80,-0.004644874810268901,-0.15743934348033545,0.1575078465903274,-0.02423086017370224,-0.16806237399578094,0.037057776004076004,0.024236150085926056,1,1,0,0
61,81,-0.006013100395943494,-0.1544175121934123,0.15453454451472762,-0.021694395691156387,-0.1562284231185913,0.04837799817323685,0.033155374228954315,1,1,0,0
62,82,-0.006991788644852948,-0.14909960398898586,0.14926344836605748,-0.00779876671731472,-0.14455989003181458,0.03568219766020775,0.03601549193263054,1,1,0,0
63,83,-0.007873951363172038,-0.14205211802968226,0.14227017729232075,-0.019139114767313004,-0.13907894492149353,0.03611673414707184,0.039711594581604004,1,1,0,0
64,84,-0.008838864952271153,-0.13393510775156964,0.1342264453156272,-0.017276018857955933,-0.1364227831363678,0.03596515208482742,0.0351184718310833,1,1,0,0
65,85,-0.009188529303851972,-0.12348991682782667,0.12383129099266992,-0.017609795555472374,-0.11576444655656815,0.023461194708943367,0.020101863890886307,1,1,0,0
66,86,-0.008656941552111108,-0.10993986425851446,0.11028017224423098,-0.026888296008110046,-0.10877068340778351,0.029223904013633728,0.02394026517868042,1,1,0,0
67,87,-0.008118209170084684,-0.09379256168794543,0.09414324164865101,-0.025257302448153496,-0.09875401854515076,0.03699326515197754,0.037261903285980225,1,1,0,0
68,88,-0.007624030953670369,-0.07539771453257206,0.07578219582934868,-0.03245692327618599,-0.08319326490163803,0.01885826885700226,0.015607468783855438,1,1,0,0
69,89,-0.007422813677547019,-0.054960873476410196,0.055459857340075705,-0.028044281527400017,-0.07902967929840088,0.014534715563058853,0.01618233323097229,1,1,0,0
