gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.4272,-0.4819,0.4743,0.4280,-0.4413,-0.7208,0.0550,0.4471
20,0.3811,0.7004,0.6247,0.1139,0.2563,0.4472,0.1848,0.4042
30,0.3452,0.5827,0.6786,0.5357,0.4264,0.4716,0.3201,0.3437
45,0.3290,0.8263,0.6505,0.5637,0.2292,0.5037,0.3553,0.2903
