gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0175,0.2977,0.1889,0.3685,0.1027,0.0536,-0.0538,0.0181
20,0.0045,0.1793,0.0929,0.1858,0.0544,0.0446,-0.0064,0.0030
30,0.0069,0.3964,0.1795,0.2836,0.0578,0.0672,-0.0280,0.0080
45,0.0063,0.3058,0.1739,0.2557,0.0097,0.0042,-0.0133,0.0071
