gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.1843,0.5924,0.5229,0.5323,0.0105,0.1734,0.0137,0.1885
20,0.0869,0.6721,0.4830,0.5664,0.1382,0.2316,-0.0120,0.0908
30,0.0571,0.6391,0.4909,0.4656,0.0720,0.2261,-0.0185,0.0641
45,0.0088,0.6033,0.4995,0.4066,0.0451,0.1711,-0.0613,0.0255
