gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0019,-0.0784,-0.1101,0.0050,-0.1092,0.0425,-0.0233,0.0032
20,0.0020,-0.0073,-0.0785,-0.0601,0.0180,0.0241,-0.0112,0.0040
30,-0.0055,0.0502,0.0106,0.0304,-0.0241,-0.0182,-0.0119,-0.0044
45,0.0028,0.0353,0.0056,0.0121,-0.0630,-0.0403,0.0015,0.0048
