gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0653,0.4829,0.2633,0.5541,-0.0414,0.2505,0.0035,0.0652
20,0.0398,0.5800,0.2583,0.5168,0.0980,0.1615,-0.0012,0.0375
30,0.0273,0.6205,0.3513,0.4472,0.0637,0.2511,-0.0260,0.0276
45,0.0096,0.3363,0.1941,0.2993,0.0003,0.0983,-0.0107,0.0080
