gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0586,0.4026,0.3801,0.4665,0.1021,0.1853,-0.1073,0.0616
15,0.0447,0.4101,0.4973,0.4734,0.1074,0.2333,-0.0834,0.0488
20,0.0320,0.5122,0.5027,0.5078,0.0123,0.2679,-0.1309,0.0444
30,-0.0118,0.3553,0.1989,0.2335,0.0497,-0.0009,-0.0633,-0.0052
