gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
1,0.3655,0.5942,0.6381,0.5023,0.0900,0.2327,0.1528,0.3565
3,0.4070,0.7040,0.6539,0.5862,0.1286,0.2921,0.2086,0.2983
5,0.4280,0.7773,0.7109,0.5981,0.0866,0.2772,0.2143,0.2016
10,0.4494,0.8094,0.7385,0.5846,0.0350,0.2141,0.1950,0.1538
