gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0694,0.4712,0.2126,0.5196,0.1296,0.2243,-0.0016,0.0694
20,0.0439,0.5736,0.4637,0.5525,0.1730,0.2044,-0.0563,0.0475
30,0.0185,0.5840,0.4455,0.5574,0.0629,0.3955,-0.0508,0.0208
45,0.0003,0.6230,0.4277,0.4218,-0.0562,0.1657,-0.0627,0.0142
