gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.5079,-0.1542,-0.6776,-1.2071,-0.4081,-0.2132,-0.0797,0.5366
15,0.4713,0.1365,-0.1117,-0.1126,-0.1497,0.1355,-0.0489,0.5178
20,0.4121,0.4609,0.0046,0.1606,0.0838,0.2428,0.1294,0.4540
30,0.3067,0.4127,0.1685,0.0880,0.1103,0.2711,0.1393,0.3587
