gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0184,0.1995,0.0344,0.2011,0.1173,-0.0039,-0.0424,0.0195
20,-0.0065,-0.0674,-0.0765,-0.0987,0.0153,-0.1126,-0.0128,-0.0040
30,-0.0136,0.4767,0.1164,0.1782,0.0573,0.0693,-0.0844,-0.0031
45,-0.0142,0.1446,-0.0125,-0.2288,0.0259,-0.0449,-0.0446,0.0032
