gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0731,0.5165,0.2526,0.3696,-0.2943,0.1911,-0.0089,0.0748
20,0.0380,0.6086,0.2875,0.5286,-0.0074,0.2353,-0.0211,0.0376
30,0.0286,0.6158,0.4138,0.4650,0.0497,0.2092,-0.0353,0.0322
45,0.0158,0.5456,0.2577,0.1135,0.0213,0.0137,-0.0165,0.0188
