gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0644,0.5210,0.2868,0.4204,0.1113,0.2175,0.0024,0.0641
20,0.0306,0.6202,0.3451,0.5258,0.0988,0.2661,-0.0258,0.0285
30,0.0213,0.6016,0.3952,0.3670,0.0581,0.1776,-0.0271,0.0210
45,0.0164,0.5283,0.2957,0.2594,0.0109,0.0198,-0.0133,0.0166
