gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.2194,0.6547,0.4224,0.5699,0.0757,0.1789,-0.0267,0.2261
20,0.1481,0.6072,0.5266,0.5573,0.1141,0.2520,-0.0182,0.1628
30,0.0732,0.6528,0.5661,0.4938,0.0699,0.2950,-0.0251,0.0860
45,0.0106,0.6251,0.5066,0.4620,0.0688,0.0529,-0.0563,0.0261
