gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
30,0.0808,0.7222,0.5123,0.5912,0.0003,0.2426,-0.0088,0.0918
