gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.0719,0.5235,0.5184,0.5350,0.1347,0.0248,-0.0572,0.0739
20,0.0300,0.5482,0.4876,0.5132,0.1294,0.2022,-0.0256,0.0281
30,0.0285,0.5609,0.4885,0.4567,0.0832,0.2314,-0.0363,0.0320
45,0.0111,0.4724,0.3316,0.2897,0.0241,0.1306,-0.0306,0.0172
