gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
1,0.5713,0.6657,0.6976,0.3535,-2.7886,0.0570,0.0664,0.5955
3,0.3993,0.9104,0.9084,0.8712,0.4351,0.6579,0.5721,0.3577
5,0.4452,0.9467,0.8921,0.8974,0.6304,0.6834,0.6468,0.3755
10,0.3993,0.9608,0.9127,-0.2221,0.6194,0.5791,0.6354,0.3137
