gap,r2_aggregate,r2_dim0,r2_dim1,r2_dim2,r2_dim3,r2_dim4,r2_dim5,r2_dim6
10,0.1326,0.4518,0.3398,0.4693,0.1413,0.3004,-0.0294,0.1358
20,0.0737,0.5637,0.4968,0.6168,0.1985,0.3583,-0.0186,0.0756
30,0.0235,0.6194,0.6024,0.6093,0.0855,0.3980,-0.0418,0.0226
45,0.0007,0.6496,0.5780,0.5169,-0.0087,0.3364,-0.0628,0.0070
